source,location_id,country,latitude,longitude,sample_date,parameter,value,unit,quality
STEWARDS,ARS-MDCR-MDCR_3003WC,,38.7561829,-75.9988039,2006-06-08,Dissolved oxygen,5.8,mg/L,
STEWARDS,ARS-MDCR-MDCR_3003WC,,38.7561829,-75.9988039,2006-07-11,Dissolved oxygen,7.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3003WC,,38.7561829,-75.9988039,2006-08-24,Dissolved oxygen,4.5,mg/L,
STEWARDS,ARS-MDCR-MDCR_3003WC,,38.7561829,-75.9988039,2006-09-25,Dissolved oxygen,7.4,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2005-09-26,Dissolved oxygen,7.1,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2006-04-06,Dissolved oxygen,9.4,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2006-08-24,Dissolved oxygen,5.6,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2007-04-11,Dissolved oxygen,8.8,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2007-05-30,Dissolved oxygen,7.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2005-09-26,Dissolved oxygen,6.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2005-03-30,Dissolved oxygen,9.9,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2005-06-29,Dissolved oxygen,5.5,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2006-09-25,Dissolved oxygen,6.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3001LTC,,38.6026729,-76.1189339,2007-08-28,Dissolved oxygen,6.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2008-04-16,Dissolved oxygen,6.8,mg/L,
STEWARDS,ARS-MDCR-MDCR_3001LTC,,38.6026729,-76.1189339,2006-09-25,Dissolved oxygen,8.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3001LTC,,38.6026729,-76.1189339,2007-04-11,Dissolved oxygen,14.4,mg/L,
STEWARDS,ARS-MDCR-MDCR_3001LTC,,38.6026729,-76.1189339,2007-05-30,Dissolved oxygen,6.7,mg/L,
STEWARDS,ARS-MDCR-MDCR_3002LTC,,38.5779129,-76.0664239,2006-06-08,Dissolved oxygen,7.3,mg/L,
STEWARDS,ARS-MDCR-MDCR_3002LTC,,38.5779129,-76.0664239,2006-09-25,Dissolved oxygen,7.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3002LTC,,38.5779129,-76.0664239,2007-04-11,Dissolved oxygen,14.9,mg/L,
STEWARDS,ARS-MDCR-MDCR_3006JC,,38.8253929,-75.903494,2006-04-06,Dissolved oxygen,10.6,mg/L,
STEWARDS,ARS-MDCR-MDCR_3006JC,,38.8253929,-75.903494,2006-06-08,Dissolved oxygen,6.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3002LTC,,38.5779129,-76.0664239,2008-04-16,Dissolved oxygen,9.6,mg/L,
STEWARDS,ARS-MDCR-MDCR_3006JC,,38.8253929,-75.903494,2006-07-11,Dissolved oxygen,4.5,mg/L,
STEWARDS,ARS-MDCR-MDCR_3006JC,,38.8253929,-75.903494,2007-08-28,Dissolved oxygen,5.7,mg/L,
STEWARDS,ARS-MDCR-MDCR_3007JC,,38.8567029,-75.922164,2006-08-24,Dissolved oxygen,4.6,mg/L,
STEWARDS,ARS-MDCR-MDCR_3007JC,,38.8567029,-75.922164,2008-04-16,Dissolved oxygen,7.6,mg/L,
STEWARDS,ARS-MDCR-MDCR_3003WC,,38.7561829,-75.9988039,2007-04-11,Dissolved oxygen,11.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3003WC,,38.7561829,-75.9988039,2007-08-28,Dissolved oxygen,7.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3003WC,,38.7561829,-75.9988039,2008-04-16,Dissolved oxygen,8.7,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2005-03-30,Dissolved oxygen,10.0,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2006-07-11,Dissolved oxygen,4.3,mg/L,
STEWARDS,ARS-MDCR-MDCR_3004WR,,38.6338229,-75.9828539,2007-08-28,Dissolved oxygen,6.4,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2006-07-11,Dissolved oxygen,4.3,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2006-08-24,Dissolved oxygen,3.8,mg/L,
STEWARDS,ARS-MDCR-MDCR_3005FC,,38.8195829,-75.881434,2007-08-28,Dissolved oxygen,5.4,mg/L,
STEWARDS,ARS-MDCR-MDCR_3006JC,,38.8253929,-75.903494,2005-09-26,Dissolved oxygen,6.3,mg/L,
STEWARDS,ARS-MDCR-MDCR_3006JC,,38.8253929,-75.903494,2006-08-24,Dissolved oxygen,3.9,mg/L,
STEWARDS,ARS-MDCR-MDCR_3006JC,,38.8253929,-75.903494,2008-04-16,Dissolved oxygen,7.2,mg/L,
STEWARDS,ARS-MDCR-MDCR_3007JC,,38.8567029,-75.922164,2005-09-26,Dissolved oxygen,6.8,mg/L,
STEWARDS,ARS-MDCR-MDCR_3007JC,,38.8567029,-75.922164,2006-06-08,Dissolved oxygen,7.0,mg/L,
STEWARDS,ARS-MDCR-MDCR_3007JC,,38.8567029,-75.922164,2006-07-11,Dissolved oxygen,5.4,mg/L,
STEWARDS,ARS-MDCR-MDCR_3007JC,,38.8567029,-75.922164,2006-09-25,Dissolved oxygen,6.6,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2005-05-02,Dissolved oxygen,6.58,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2005-06-27,Dissolved oxygen,9.25,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2005-09-01,Dissolved oxygen,8.23,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-04-03,Dissolved oxygen,7.63,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-07-24,Dissolved oxygen,8.14,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2009-08-31,Dissolved oxygen,6.37,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-05-02,Dissolved oxygen,6.16,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-07-11,Dissolved oxygen,3.55,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-07-25,Dissolved oxygen,6.47,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-11-14,Dissolved oxygen,6.57,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-11-28,Dissolved oxygen,9.3,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-06-26,Dissolved oxygen,6.02,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-09-05,Dissolved oxygen,4.47,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-11-13,Dissolved oxygen,7.69,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-10-29,Dissolved oxygen,6.06,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-01-22,Dissolved oxygen,8.95,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-02-02,Dissolved oxygen,9.76,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-02-20,Dissolved oxygen,11.38,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-01-10,Dissolved oxygen,7.91,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-04-02,Dissolved oxygen,6.07,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-05-29,Dissolved oxygen,10.69,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-07-09,Dissolved oxygen,8.1,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-10-01,Dissolved oxygen,6.69,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-12-10,Dissolved oxygen,8.91,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-01-28,Dissolved oxygen,11.36,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-02-27,Dissolved oxygen,9.18,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-03-25,Dissolved oxygen,8.41,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-06-16,Dissolved oxygen,8.33,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-06-30,Dissolved oxygen,10.14,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-08-25,Dissolved oxygen,3.54,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-10-06,Dissolved oxygen,6.26,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-02-17,Dissolved oxygen,8.13,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-05-11,Dissolved oxygen,3.16,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-06-08,Dissolved oxygen,8.47,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-07-06,Dissolved oxygen,9.67,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-07-20,Dissolved oxygen,6.63,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-10-06,Dissolved oxygen,4.78,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-11-23,Dissolved oxygen,5.71,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2005-10-17,Dissolved oxygen,5.47,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2005-10-31,Dissolved oxygen,7.76,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-03-20,Dissolved oxygen,7.7,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-05-30,Dissolved oxygen,5.31,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-07-10,Dissolved oxygen,11.18,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-09-18,Dissolved oxygen,5.07,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-10-02,Dissolved oxygen,7.96,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-10-16,Dissolved oxygen,7.57,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-11-13,Dissolved oxygen,8.2,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2006-11-27,Dissolved oxygen,9.22,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2007-02-05,Dissolved oxygen,11.53,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2007-03-05,Dissolved oxygen,9.26,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2007-03-19,Dissolved oxygen,7.59,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2007-06-11,Dissolved oxygen,6.84,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2007-09-17,Dissolved oxygen,7.69,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2007-10-16,Dissolved oxygen,6.4,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2008-02-11,Dissolved oxygen,9.03,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2008-08-25,Dissolved oxygen,4.96,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2008-12-01,Dissolved oxygen,9.34,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2009-03-04,Dissolved oxygen,9.34,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2009-04-13,Dissolved oxygen,7.38,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2009-09-28,Dissolved oxygen,5.89,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2009-10-26,Dissolved oxygen,4.45,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2009-12-07,Dissolved oxygen,10.03,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-09-18,Dissolved oxygen,5.24,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-06-11,Dissolved oxygen,5.58,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-11-13,Dissolved oxygen,6.81,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-06-26,Dissolved oxygen,7.18,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-12-07,Dissolved oxygen,9.43,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-09-08,Dissolved oxygen,7.85,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-06-22,Dissolved oxygen,6.04,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2005-03-22,Dissolved oxygen,7.82,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2006-06-13,Dissolved oxygen,6.88,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-02-22,Dissolved oxygen,10.23,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-08-07,Dissolved oxygen,7.09,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-02-05,Dissolved oxygen,10.13,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-06-11,Dissolved oxygen,6.96,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-08-07,Dissolved oxygen,4.91,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-09-05,Dissolved oxygen,6.44,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-06-08,Dissolved oxygen,4.23,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-06-22,Dissolved oxygen,5.64,mg/L,
STEWARDS,ARS-MSBL-MSBL102,,33.3983362,-90.67639,2009-03-16,Dissolved oxygen,8.16,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2005-03-21,Dissolved oxygen,8.98,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2005-04-04,Dissolved oxygen,7.69,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2005-02-22,Dissolved oxygen,8.59,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2005-03-07,Dissolved oxygen,8.18,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2005-01-10,Dissolved oxygen,7.88,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2005-09-01,Dissolved oxygen,5.63,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2005-10-17,Dissolved oxygen,5.19,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-01-23,Dissolved oxygen,8.91,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-02-06,Dissolved oxygen,8.24,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-03-06,Dissolved oxygen,7.84,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-04-03,Dissolved oxygen,6.46,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-05-30,Dissolved oxygen,4.86,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-07-10,Dissolved oxygen,9.07,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-07-24,Dissolved oxygen,7.93,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2006-11-27,Dissolved oxygen,8.93,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-01-08,Dissolved oxygen,7.42,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-02-05,Dissolved oxygen,12.04,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-05-29,Dissolved oxygen,8.0,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-07-09,Dissolved oxygen,6.34,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-08-06,Dissolved oxygen,7.28,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-10-01,Dissolved oxygen,5.06,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2007-12-10,Dissolved oxygen,9.02,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2008-01-14,Dissolved oxygen,8.25,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2008-01-28,Dissolved oxygen,11.05,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2008-04-07,Dissolved oxygen,6.33,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2008-06-02,Dissolved oxygen,5.06,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2008-06-16,Dissolved oxygen,7.88,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2008-06-30,Dissolved oxygen,6.9,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2008-10-21,Dissolved oxygen,5.59,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-01-20,Dissolved oxygen,9.6,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-04-13,Dissolved oxygen,7.07,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-10-13,Dissolved oxygen,6.07,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-10-20,Dissolved oxygen,2.9,mg/L,
STEWARDS,ARS-MSBL-MSBL103,,33.3971296,-90.6840254,2009-11-30,Dissolved oxygen,7.05,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-01-24,Dissolved oxygen,9.36,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-02-07,Dissolved oxygen,9.72,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-02-22,Dissolved oxygen,8.75,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-04-18,Dissolved oxygen,6.66,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-09-06,Dissolved oxygen,2.34,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-03-20,Dissolved oxygen,7.52,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-04-17,Dissolved oxygen,6.98,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-05-30,Dissolved oxygen,4.16,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-08-21,Dissolved oxygen,7.62,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-10-02,Dissolved oxygen,7.25,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-10-16,Dissolved oxygen,7.4,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-11-27,Dissolved oxygen,8.28,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2006-12-11,Dissolved oxygen,11.01,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-03-05,Dissolved oxygen,8.76,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-04-30,Dissolved oxygen,9.08,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-08-20,Dissolved oxygen,6.87,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-09-17,Dissolved oxygen,7.35,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2007-11-13,Dissolved oxygen,7.2,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-03-11,Dissolved oxygen,8.28,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-07-14,Dissolved oxygen,4.21,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2008-11-03,Dissolved oxygen,7.98,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-01-20,Dissolved oxygen,9.82,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-03-16,Dissolved oxygen,7.77,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-04-13,Dissolved oxygen,7.1,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-04-27,Dissolved oxygen,8.24,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-08-04,Dissolved oxygen,7.37,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-08-31,Dissolved oxygen,5.24,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2009-10-20,Dissolved oxygen,4.65,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2005-10-04,Dissolved oxygen,9.59,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2005-10-18,Dissolved oxygen,8.77,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2006-03-07,Dissolved oxygen,9.11,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2006-04-04,Dissolved oxygen,7.31,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2006-05-02,Dissolved oxygen,7.94,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2006-10-16,Dissolved oxygen,6.8,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2006-11-13,Dissolved oxygen,7.06,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2007-05-29,Dissolved oxygen,6.3,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2007-06-25,Dissolved oxygen,5.65,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-5,,34.2366284,-89.9093076,2007-09-17,Dissolved oxygen,6.61,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-04-19,Dissolved oxygen,12.47,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-05-31,Dissolved oxygen,9.07,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-06-28,Dissolved oxygen,4.54,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-08-23,Dissolved oxygen,4.68,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-11-29,Dissolved oxygen,8.61,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2006-01-23,Dissolved oxygen,10.45,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2007-03-05,Dissolved oxygen,10.79,mg/L,
STEWARDS,ARS-MSBL-MSBL101,,33.4029473,-90.670499,2005-05-16,Dissolved oxygen,4.4,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-09-06,Dissolved oxygen,7.37,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2005-09-20,Dissolved oxygen,8.39,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2006-04-04,Dissolved oxygen,7.82,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2006-04-18,Dissolved oxygen,11.44,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2006-05-02,Dissolved oxygen,8.61,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2006-10-02,Dissolved oxygen,7.21,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2006-11-27,Dissolved oxygen,9.12,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2007-01-08,Dissolved oxygen,4.89,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2007-02-21,Dissolved oxygen,9.78,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2007-08-06,Dissolved oxygen,2.94,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2007-08-20,Dissolved oxygen,3.85,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2007-09-04,Dissolved oxygen,2.91,mg/L,
STEWARDS,ARS-MSGC-MSGC_WQ_2-9,,34.251287,-89.8980738,2007-09-17,Dissolved oxygen,5.64,mg/L,
